Time_ms id positions_x positions_z rotation_y is_signaling score
146119 1 86 1 48 0 -4
146119 2 87 9 209 0 -3
146220 0 30 10 231 0 0
146220 1 87 1 48 0 -4
146220 2 87 8 209 0 -3
146319 0 30 10 231 0 0
146319 1 88 2 46 0 -4
146319 2 87 8 209 0 -3
146419 0 29 10 231 0 0
146419 1 88 2 40 0 -4
146419 2 87 7 207 0 -3
146520 0 29 10 231 0 0
146520 1 88 3 30 0 -4
146520 2 87 7 200 0 -3
146619 0 29 10 231 0 0
146619 1 89 3 23 0 -4
146619 2 87 7 190 0 -3
146720 0 28 9 231 0 0
146720 1 89 4 20 0 -4
146720 2 87 7 174 0 -3
146819 0 28 9 231 0 0
146819 1 89 5 20 0 -4
146819 2 87 7 160 0 -3
146919 0 28 9 231 0 0
146919 1 89 5 20 0 -4
146919 2 87 7 147 0 -3
147020 0 28 9 231 0 0
147020 1 90 6 20 0 -4
147020 2 87 7 138 0 -3
147119 0 27 8 231 0 0
147119 1 90 7 20 0 -4
147119 2 87 7 135 0 -3
147220 0 27 8 231 0 0
147220 1 90 7 20 0 -4
147220 2 87 7 138 0 -3
147319 0 27 8 231 0 0
147319 1 90 8 20 0 -4
147319 2 87 7 144 0 -3
147419 0 26 8 231 0 0
147419 1 91 9 20 0 -4
147419 2 87 7 156 0 -3
147520 0 26 8 231 0 0
147520 1 91 9 24 0 -4
147520 2 87 7 170 0 -3
147619 0 26 7 231 0 0
147619 1 91 10 33 0 -4
147619 2 87 7 180 0 -3
147720 0 26 7 231 0 0
147720 1 92 10 41 0 -4
147720 2 87 7 179 0 -3
147819 0 25 7 231 0 0
147819 1 92 11 44 0 -4
147819 2 87 7 175 0 -3
147919 0 25 7 231 0 0
147919 1 93 11 44 0 -4
147919 2 87 7 177 0 -3
148020 0 25 7 231 0 0
148020 1 93 12 40 0 -4
148020 2 87 7 183 0 -3
148119 0 25 6 231 0 0
148119 1 94 13 32 0 -4
148119 2 87 7 189 0 -3
148220 0 24 6 231 0 0
148220 1 94 13 20 0 -4
148220 2 87 7 211 0 -3
148319 0 24 6 231 0 0
148319 1 94 14 6 0 -4
148319 2 87 7 225 0 -3
148419 0 24 6 231 0 0
148419 1 94 15 357 0 -4
148419 2 87 7 241 0 -3
148520 0 23 5 231 0 0
148520 1 94 15 352 0 -4
148520 2 87 7 255 0 -3
